timestamp,cell_name,is_anomaly,anomaly_type,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbTotDl,RRU.PrbTotUl,RRC.ConnEstabSucc.Sum,RRC.ConnEstabAtt.Sum,DRB.UECqiDl,DRB.UEBlerDl,SM.PDUSessionSetupSucc,QF.EstabSuccNbr,PEE.AvgPower,Viavi.PEE.EnergyEfficiency,Viavi.Slice.MinPrb,Viavi.Slice.MaxPrb
2025-10-30 09:51:47.829328,S1/B2/C1,False,,43.427425599882056,15.457406567797015,58.330680261931654,40.308803799021796,85.51434548564988,95.72610671019409,13.5178955268473,0.010117642634926071,89.37846333736724,171.11643577314288,958.2891289422261,2386627.6143555697,18.288226488206906,66.13315283429519
2025-10-30 09:56:47.829328,S1/B2/C1,False,,38.31903353398846,15.164078219329069,64.42907094946632,35.15971714612689,80.51853435103168,102.20673050234238,10.633223388467531,0.012012917124734046,110.22695896859125,203.72512047646478,976.6854484493465,2572170.1822507274,18.10096376390095,73.48994364022964
2025-10-30 10:01:47.829328,S1/B2/C1,False,,34.35977924483694,14.614080086704796,45.196417861425196,30.467191564878767,89.30312181884234,101.55186934881148,12.013182581188637,0.010951265067224695,87.08784441583838,181.02474354135308,999.6464909214035,2698051.3785373988,20.812310046324868,95.8352141070577
2025-10-30 10:06:47.829328,S1/B2/C1,False,,41.47401599926114,15.207066683744975,56.130873840780005,31.846353394776354,77.89159063121555,84.95492641173634,10.549177346002171,0.019431491569207916,58.77301406155828,176.05541569816765,949.5644981646856,2413328.2282600747,21.38370681757243,80.3603016423008
2025-10-30 10:11:47.829328,S1/B2/C1,False,,40.343717126311724,12.899577874097623,59.81232856436665,29.327714840452334,89.42028927082978,112.80600822256066,10.738440555259862,0.010254587696136592,77.9868569865093,188.7308153852112,1017.4226618218773,2513913.3272026796,19.570219075733956,81.1860236962059
2025-10-30 10:16:47.829328,S1/B2/C1,False,,30.197357530958943,16.255811331487546,53.701099369697566,34.181080071369315,89.69554198747001,82.67696072017586,12.43336666578863,0.011294269032877245,81.59756348975529,179.25640036173874,961.3295541778971,2339509.4419887983,22.0646178417674,87.21657770860426
2025-10-30 10:21:47.829328,S1/B2/C1,False,,39.386187496125096,16.465995236861833,51.93964971005229,38.52485753064845,79.95698840291234,116.40177974797474,12.72296512896038,0.011441985413807676,73.22443865468047,170.1979096427164,941.1196829768671,2505387.3031297447,21.721602313440524,79.42156684903402
2025-10-30 10:26:47.829328,S1/B2/C1,False,,42.25481061612981,12.224646186835786,48.45475206216331,34.21766302501863,91.23526834267412,90.96809416216345,15.70310330764985,0.018396875319386132,91.11698963475374,180.03389921722015,967.5717536455865,2551837.4439680297,17.43639441552644,72.81000635632701
2025-10-30 10:31:47.829328,S1/B2/C1,False,,36.4145659572794,13.31240652256873,62.852724102242966,37.425539791819595,65.32155553350547,88.2347466619637,11.228406548847762,0.01321652475151636,85.76865512982332,159.4024693929421,1069.379888060487,2420848.414933706,19.341252842565442,76.29981062767617
2025-10-30 10:36:47.829328,S1/B2/C1,False,,32.35134419102123,14.646283870212594,46.180920731694044,37.93428193184464,72.98624672451878,80.7204924968022,12.093915265058584,0.012492198133210944,81.45520682573076,202.44693196873556,986.1269193673703,2565426.76722194,19.364111898779342,81.66902017933026
2025-10-30 10:41:47.829328,S1/B2/C1,False,,38.84062659018019,13.928596916903798,55.5213128009633,35.39820041239076,92.42290383273617,95.61591606972804,11.141928414885221,0.016976651549702702,76.90463867866411,140.65988884595228,947.0099025789237,2384125.3172594886,21.781766747979205,89.79711465593878
2025-10-30 10:46:47.829328,S1/B2/C1,False,,40.96868647181361,16.28346205393974,52.57369178869254,33.00721852823129,74.9079647836963,89.61579512691867,11.393245410246562,0.013293795272993252,79.33794901219515,181.41782375093314,1000.3114797058903,2582938.979850613,19.12630880399384,80.5513762962542
2025-10-30 10:51:47.829328,S1/B2/C1,False,,39.330560051204806,13.878523137944105,52.77418612886031,39.2716171590488,83.30434772952566,97.07303345578487,12.484995559122911,0.011076214116209241,76.07693532601621,163.73627662286046,1008.4584855694039,2508687.0136562106,20.16918563003616,92.00339155136807
2025-10-30 10:56:47.829328,S1/B2/C1,False,,46.67368876007134,17.278260322122364,46.58114862422249,30.92949020920204,89.00933378549837,76.07141050252241,13.706957525640355,0.023787770134594516,78.29180731298784,164.53014769942973,987.1431561318271,2414858.320187902,20.976194560704077,77.77822354560996
2025-10-30 11:01:47.829328,S1/B2/C1,False,,27.01189268059401,16.58573508070512,46.62065602686626,28.177383387221713,89.20702814936621,81.55817279151093,13.368431236688998,0.014434844336707749,74.10966027502127,175.5372928549424,937.2297875933804,2316268.759115624,19.440189947655963,88.11691966804518
2025-10-30 11:06:47.829328,S1/B2/C1,True,power_anomaly,33.89230326803786,9.53701587162008,47.768609028429736,28.487669401681735,85.3205370455963,84.51186183438024,10.977244227051981,0.010823561745869625,78.01212366998539,150.17369857461802,2199.717027926744,1229164.4425662686,18.63811816138606,77.6863257901799
2025-10-30 11:11:47.829328,S1/B2/C1,False,,34.94784343854398,13.829354614032791,49.349193503520596,30.335567476584043,85.35137208710184,72.489315709003,13.198989857621356,0.010599111810325166,73.03851439772437,176.64637183909105,966.8617260145407,2483969.422977108,22.521919401994687,77.88196465940783
